fold,train_n,test_n,naive_vol_mae,garch_vol_mae,ridge_vol_mae,rf_vol_mae,hybrid_vol_mae,np_vol_mae,naive_price_mae,ridge_price_mae,rf_price_mae,np_price_mae,hybrid_price_mae
1,1244,125,0.015216634757535165,0.011964049444169008,0.010268209648765356,0.010419103266864273,0.010652866720396609,0.012008579062588145,1.0472799999999998,0.6788400801999646,2.2067931158659952,4.28247969482422,0.6787187497390834
2,1617,124,0.007425824262425672,0.009326856681708125,0.00887012711758372,0.007661778358318396,0.00905769569956312,0.006610496907374442,0.9374193548387098,0.45226901323115093,9.616396008064504,1.7479183369298137,0.45218942006832774
3,1991,124,0.010401122835174479,0.01183725795931415,0.01780602383749388,0.011899347454315866,0.014569105067097344,0.013481795627132455,1.1174999999999995,0.6410109554524993,1.5039798829906543,3.2437408410349207,0.6403274246130509
4,2240,125,0.012447542398404926,0.011308876619646175,0.01678186323070784,0.01059981806683664,0.013647255917975214,0.01075504625556366,1.31328,0.8154679950914979,2.0665270465497882,4.641852700195312,0.8151979911888049
