fold,train_n,test_n,naive_vol_mae,xgb_vol_mae,np_vol_mae,tft_vol_mae,hybrid_vol_mae,naive_price_mae,xgb_price_mae,np_price_mae,tft_price_mae,hybrid_price_mae
1,1244,125,0.021508958613818366,0.015870622591109346,0.021650444734801697,0.01974540077810777,0.016234278924805817,0.8124,1.331518261108398,2.736996188794138,0.7446220367431642,0.5862859504840713
2,1617,124,0.012225208506330887,0.008457026868288706,0.010884399692212684,0.010559348627370733,0.01034457111512164,0.8405645161290323,7.346863557138752,1.6876919963282855,1.0174964658675654,0.4904143740555852
3,1991,124,0.011416203575595725,0.014613895670268308,0.011483158311460075,0.010781586285862382,0.012768592521313503,0.7495967741935481,0.8081906497093937,1.8526633360308986,0.5683287183700068,0.430840117834342
4,2240,125,0.01518549461676904,0.011480084538242839,0.014263733798843246,0.013357834808965323,0.01294315257374944,0.9902399999999996,2.436430209960937,4.124300489160282,0.9797009106445309,0.6663026500804138
