bank,hidden_size,naive_vol_mae,tft_vol_mae,vol_improvement_pct,naive_price_mae,tft_price_mae,price_improvement_pct
BID,8,0.011348241543605152,0.00792105038967198,30.20019569344142,0.5695187165775399,0.6093930943126983,-7.001416560070058
BID,16,0.011348241543605152,0.007866813856238927,30.67812465912875,0.5695187165775399,0.5347070642971098,6.112468522479286
BID,32,0.011348241543605152,0.0077974844203717595,31.289051344120182,0.5695187165775399,0.5242410882144047,7.950156341696042
CTG,8,0.011227593954681765,0.008056677311349559,28.242174201623794,0.4098655913978494,0.4607230403859128,-12.408323620095482
CTG,16,0.011227593954681765,0.007995361361384876,28.78829254373853,0.4098655913978494,0.42519600099132904,-3.740350474699566
CTG,32,0.011227593954681765,0.008170956478513234,27.22433219892096,0.4098655913978494,0.4372211882888629,-6.674284805835268
VCB,8,0.009311140090076784,0.006646747536619037,28.615105429433775,0.7432085561497325,0.7683671369909605,-3.385130678737689
VCB,16,0.009311140090076784,0.006594737895202358,29.173679792116893,0.7432085561497325,0.6890992349226845,7.280503000041707
VCB,32,0.009311140090076784,0.006639698453973646,28.690811332010657,0.7432085561497325,0.6511523457899452,12.386322735127518
