bank,n_test_days,n_high_vol_days,vol_threshold,overall_naive_vol,overall_xgb_vol,overall_np_vol,overall_tft_vol,overall_hybrid_vol,highvol_naive_vol,highvol_xgb_vol,highvol_np_vol,highvol_tft_vol,highvol_hybrid_vol,normal_naive_vol,normal_xgb_vol,normal_np_vol,normal_tft_vol,normal_hybrid_vol,overall_naive_price,overall_xgb_price,overall_np_price,overall_tft_price,overall_hybrid_price,highvol_naive_price,highvol_xgb_price,highvol_np_price,highvol_tft_price,highvol_hybrid_price,normal_naive_price,normal_xgb_price,normal_np_price,normal_tft_price,normal_hybrid_price
BID,374,20,0.037811687743108426,0.011348241543605152,0.01157240773296987,0.01033493462480572,0.0078081499410059384,0.011731825736862711,0.056853125898051284,0.035262146244640656,0.04056053753185571,0.04454972525301874,0.03323034508754425,0.008777344122450001,0.010234004427225758,0.008627273443616452,0.005732354725637985,0.010517220123829857,0.5695187165775399,6.279144206531544,5.937640502848089,0.5376014485078697,0.45982244523635585,2.3925,9.02054507827759,7.181430137634278,2.6085318984985344,2.367582011912351,0.4665254237288134,6.124262801348153,5.867369902012713,0.42059972816941404,0.35203941887048035
CTG,372,20,0.03560842746736777,0.011227593954681765,0.010480326453360991,0.018210021384178026,0.007971578384676277,0.011320222901950951,0.05086847291412651,0.034394463702020046,0.023850436686453223,0.042002230850894745,0.030573926939215894,0.008975271286531495,0.009121568655141727,0.0178895432420033,0.006038018585459318,0.01022626244528817,0.4098655913978494,6.247049844598258,10.871539704517652,0.41563406564856076,0.37679472084856047,1.5575000000000006,7.603898719787597,11.715114330291746,1.6415338973999027,1.5762113065711447,0.3446590909090908,6.169956158507954,10.823609328053214,0.3459806661172346,0.30864605120523186
VCB,374,20,0.03294415571935406,0.009311140090076784,0.010522684060823363,0.007400027055516072,0.006617890357247075,0.012100269939827036,0.05212081731676006,0.030914056211773983,0.043993351146642795,0.04122664815892347,0.023620540833643584,0.006892514258060781,0.00937062913704084,0.0053326076153394205,0.004662593306304907,0.011449407177464517,0.7432085561497325,9.618953874149426,7.178745254679797,0.6574912620993222,0.5896734777821848,3.2640000000000002,11.524465515136718,7.447599540710449,3.436325096130372,3.2579338239523636,0.6007909604519772,9.511297849234888,7.163555746994449,0.5004950002896583,0.4389243056821747
