bank,n_folds,avg_naive_vol,avg_garch_vol,avg_ridge_vol,avg_rf_vol,avg_hybrid_vol,avg_np_vol,avg_naive_price,avg_ridge_price,avg_rf_price,avg_np_price,avg_hybrid_price,best_vol,best_price
BID,4,0.015083966328128504,0.013608798080434081,0.012628699575991434,0.012386951042059304,0.012932946560893253,0.014204902029582937,0.848200322580645,0.5434964963897001,2.7377166746716455,2.6679686497534476,0.5434607731136031,RF,Hybrid
CTG,4,0.015502018183334899,0.012939904671784153,0.011206545009085873,0.011044403351958046,0.011862488373411407,0.015179749009416675,0.5846179189614477,0.3822493994039929,3.159135351886989,1.6081173055090057,0.3822684360151093,RF,Ridge
VCB,4,0.01137278106338506,0.011109260176209366,0.013431555958637698,0.010145011786583794,0.011981730851258072,0.010713979463164675,1.1038698387096773,0.6468970109937782,3.8484240133677354,3.4789978932460666,0.6466083964023167,RF,Hybrid
