ds,close,volatility,actual_vol,naive_vol_pred,xgb_vol_pred,np_vol_pred,tft_vol_pred,hybrid_vol_pred
2025-04-08,55.44,0.07252199035018736,0.07252199035018736,0.0,0.033120867,0.007474611,0.0074898963794112206,0.03236983895357183
2025-04-03,59.91,0.07195958977482857,0.07195958977482857,0.0,0.012151278,0.007338256,0.006156580988317728,0.014276771908139632
2025-08-27,68.65,0.06732949653226918,0.06732949653226918,0.0,0.011684734,0.004690456,0.009800306521356106,0.022434484413656346
2026-01-12,72.7,0.06683367936336695,0.06683367936336695,0.0,0.019747064,0.008960813,0.015062032267451286,0.057152406562640576
2026-01-08,63.7,0.06652898850681352,0.06652898850681352,0.0,0.010057639,0.007995284,0.00586579367518425,0.027262719060074915
2025-04-10,55.74,0.0663821044354048,0.0663821044354048,0.0,0.04803855,0.0075007584,0.02004864811897278,0.036204159051524284
2026-01-09,68.0,0.06532314259798894,0.06532314259798894,0.0,0.016809585,0.008231646,0.010162154212594032,0.047973264335184555
2025-04-11,59.41,0.0637645403138478,0.0637645403138478,0.0,0.03606096,0.0075099603,0.02436044067144394,0.02740316793694327
2025-04-09,52.16,0.060985437263250314,0.060985437263250314,0.0,0.043653395,0.0074893837,0.014269500970840454,0.03204460255615912
2026-01-15,71.9,0.05545707555932996,0.05545707555932996,0.0,0.0054292427,0.009680961,0.014540541917085648,0.04503964706968617
2026-02-06,65.1,0.04944827541398138,0.04944827541398138,0.0,0.015831277,0.010934475,0.01757347583770752,0.030330938319192348
2025-08-14,64.78,0.04225092480375017,0.04225092480375017,0.0,0.0142442435,0.0058111856,0.006494453642517328,0.02019251364247877
2025-07-09,61.1,0.04143593089480338,0.04143593089480338,0.0,0.02637965,0.009493016,0.004290133714675903,0.02216191090000258
2025-10-20,59.4,0.04122595332195122,0.04122595332195122,0.0,0.01717339,0.0066222674,0.007939891889691353,0.019305590475916123
2026-01-07,59.6,0.039354950350610256,0.039354950350610256,0.0,0.023403514,0.0077655306,0.003343795659020543,0.015432128962028013
2025-10-06,64.0,0.0365991524483297,0.0365991524483297,0.0,0.013227127,0.0076497225,0.0058539872989058495,0.015332561800416818
2026-02-05,68.4,0.0344861760711692,0.0344861760711692,0.0,0.020023642,0.011082699,0.01342916488647461,0.02546978960849681
2026-01-23,68.6,0.034387342309475946,0.034387342309475946,0.0,0.021070722,0.011183663,0.012149626389145851,0.040817185794282576
2025-09-08,64.88,0.033197440304488325,0.033197440304488325,0.0,0.01722041,0.005799075,0.013558350503444672,0.029733205887193966
2025-05-14,58.32,0.03294415571935406,0.03294415571935406,0.0,0.018807933,0.009335559,0.005494607612490654,0.021928329394353973
