bank,epochs,naive_vol_mae,np_vol_mae,vol_improvement_pct,naive_price_mae,np_price_mae,price_improvement_pct
BID,10,0.011348241543605152,0.010812986389586962,4.716635189350655,0.5695187165775399,3.3468059160365136,-487.65512328528473
BID,15,0.011348241543605152,0.013761023456981849,-21.261284438700752,0.5695187165775399,3.232873664080778,-467.6501175428222
BID,30,0.011348241543605152,0.009041813132395434,20.324103979875314,0.5695187165775399,3.2308566710528206,-467.29596008157523
CTG,10,0.011227593954681765,0.010343522621119268,7.8740942817392385,0.4098655913978494,3.458384116593228,-743.7849356415564
CTG,15,0.011227593954681765,0.009579721986620097,14.676982216430492,0.4098655913978494,3.4811135515602687,-749.3305182530466
CTG,30,0.011227593954681765,0.009854597646450622,12.228767033907753,0.4098655913978494,3.502608447331254,-754.5748950004767
VCB,10,0.009311140090076784,0.008849132497454976,4.961879943297019,0.7432085561497325,3.9742956224737314,-434.7483676806648
VCB,15,0.009311140090076784,0.009583242810243484,-2.9223351548183665,0.7432085561497325,3.5334638556822098,-375.4336890290498
VCB,30,0.009311140090076784,0.00829328919271975,10.931538861087413,0.7432085561497325,3.7105147054743632,-399.2561878858153
