bank,hidden_size,naive_vol_mae,tft_vol_mae,vol_improvement_pct,naive_price_mae,tft_price_mae,price_improvement_pct
BID,8,0.011348241543605152,0.007947723659753964,29.965152493316594,0.5695187165775399,0.6083115529759042,-6.811512118773824
BID,16,0.011348241543605152,0.007779114441973847,31.450926453381182,0.5695187165775399,0.5516051136363633,3.1453931924882883
BID,32,0.011348241543605152,0.0077861245144591334,31.38915412981589,0.5695187165775399,0.5310388997531827,6.756549996389481
CTG,8,0.011227593954681765,0.008041164787755377,28.38033847490261,0.4098655913978494,0.45795338128202706,-11.732575481677769
CTG,16,0.011227593954681765,0.007979272916094366,28.931586337185717,0.4098655913978494,0.4448059272766112,-8.524827800157016
CTG,32,0.011227593954681765,0.00817769002013876,27.164359050152804,0.4098655913978494,0.42649661771712766,-4.0576780945573
VCB,8,0.009311140090076784,0.006641143074454017,28.6752963632056,0.7432085561497325,0.7777858852447675,-4.65243958898515
VCB,16,0.009311140090076784,0.006609119021359294,29.01922903723821,0.7432085561497325,0.6864195133148031,7.6410641891867845
VCB,32,0.009311140090076784,0.006597456003428639,29.144487789848796,0.7432085561497325,0.6550972286775152,11.85553190193167
