bank,learning_rate,naive_vol_mae,np_vol_mae,vol_improvement_pct,naive_price_mae,np_price_mae,price_improvement_pct
BID,0.001,0.011348241543605152,0.02523963846727907,-122.41012733379702,0.5695187165775399,6.102542211155203,-971.5261910666886
BID,0.01,0.011348241543605152,0.009475331119674898,16.503970388131698,0.5695187165775399,3.2099932277903833,-463.63261370591727
BID,0.1,0.011348241543605152,0.008898885226430226,21.58357581448523,0.5695187165775399,3.183885121269022,-459.0483734059223
CTG,0.001,0.011227593954681765,0.013285579033786656,-18.329707036178817,0.4098655913978494,4.071046132938837,-893.2636987297485
CTG,0.01,0.011227593954681765,0.010679375854669304,4.882774548360484,0.4098655913978494,3.5447455080093877,-764.8555971532056
CTG,0.1,0.011227593954681765,0.00966051525346756,13.957386663068217,0.4098655913978494,3.487822444874753,-750.9673702980314
VCB,0.001,0.009311140090076784,0.011863568573989108,-27.41263109801708,0.7432085561497325,3.2553225842644182,-338.0092986454499
VCB,0.01,0.009311140090076784,0.009706518889450271,-4.2462984720298325,0.7432085561497325,3.546805428489644,-377.22882078541056
VCB,0.1,0.009311140090076784,0.008110920162376706,12.890150036290343,0.7432085561497325,3.6445276405212077,-390.37751387067635
