bank,rows_total,train_rows,val_rows,test_rows,train_end,val_start,test_start,model,val_mae,val_rmse,test_mae,test_rmse
BID,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,Naive,0.41800531914893635,0.5769778656472088,0.46098143236074246,0.7366867903360985
BID,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,NeuralProphet main,0.8750844620643776,1.077416608263381,1.2455313976500328,2.474597326753489
CTG,2495,1746,374,375,2023-02-24,2023-02-27,2024-08-23,Naive,0.23342245989304825,0.33717844654253076,0.3445599999999999,0.5226892001945325
CTG,2495,1746,374,375,2023-02-24,2023-02-27,2024-08-23,NeuralProphet main,0.48775512307722946,0.6326016718670593,0.6551489306640625,0.9842005821120279
VCB,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,Naive,0.5069148936170214,0.6958406059839928,0.5801591511936338,0.9681837846446336
VCB,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,NeuralProphet main,1.1896840083345455,1.4761581420392271,1.6428357188581473,3.007121054120887
