ds,y,yhat1,ar1,lagged_regressor_volume1,lagged_regressor_rsi1,lagged_regressor_volatility_20d1,lagged_regressor_vnindex_close1,lagged_regressor_vn30_close1,lagged_regressor_usd_vnd1,lagged_regressor_interest_rate1,trend,season_weekly
2016-06-28,7.01,7.018098,-1.7833081,-0.080275394,-1.6916327,0.2067501,4.663344,-3.7007992,-0.17209212,0.3972627,6.820314,2.358535
2016-06-29,7.18,6.7694464,-6.2196865,-0.103997186,-2.1915188,0.26784584,6.041386,-4.7944055,-0.22294626,0.51465595,6.8221974,6.655915
2016-06-30,7.14,7.1167088,-1.1532879,-0.04170805,-0.8789081,0.10741949,2.4228964,-1.9227949,-0.08941254,0.20640263,6.8240805,1.6420212
2016-07-01,7.22,7.449129,6.2117505,0.026340963,0.55507964,-0.06784142,-1.5301946,1.2143525,0.056469016,-0.1303548,6.825964,-5.7124367
2016-07-04,7.26,7.215082,5.646026,-0.0056042494,-0.1180976,0.014433801,0.32556105,-0.25836316,-0.012014233,0.027734019,6.831614,-5.236207
2016-07-05,7.39,8.206306,-2.0829172,0.23697244,4.993688,-0.61032486,-13.76616,10.924735,0.50801486,-1.172717,6.8334975,2.3415172
2016-07-06,7.31,8.148999,-6.150825,0.17286158,3.6426888,-0.44520673,-10.041844,7.969142,0.37057576,-0.8554484,6.8353806,6.651674
2016-07-07,7.35,8.309057,-1.4356269,0.2685569,5.659263,-0.69167095,-15.600958,12.380818,0.57572466,-1.3290204,6.837264,1.6447054
2016-07-08,7.31,7.8579254,5.8666296,0.18364654,3.869959,-0.47298354,-10.668363,8.466344,0.3936963,-0.9088205,6.8391476,-5.71133
2016-07-11,7.39,8.338732,5.3559456,0.29130545,6.138641,-0.7502602,-16.922464,13.429558,0.6244924,-1.4415973,6.844797,-5.231686
2016-07-12,7.52,8.480644,-1.9662223,0.26403752,5.5640273,-0.68003124,-15.33842,12.17247,0.56603616,-1.3066552,6.8466806,2.358721
2016-07-13,8.03,8.228718,-6.276659,0.21284647,4.4852853,-0.54818827,-12.364639,9.812498,0.4562943,-1.0533237,6.848564,6.65604
2016-07-14,7.9,9.094289,-1.2170668,0.38904586,8.198312,-1.0019915,-22.600384,17.935518,0.83402556,-1.9252901,6.850447,1.6316725
2016-07-15,7.94,9.314015,6.1264243,0.43546644,9.176526,-1.1215482,-25.297039,20.075565,0.9335407,-2.1550138,6.8523307,-5.7122383
2016-07-18,7.94,8.215092,5.6338787,0.20398591,4.298568,-0.5253678,-11.849913,9.404014,0.43729925,-1.0094749,6.8579807,-5.2358794
2016-07-19,7.73,8.539509,-2.3094292,0.34774923,7.3280735,-0.8956317,-20.201387,16.03169,0.7454951,-1.7209234,6.859864,2.3540092
2016-07-20,7.56,8.473293,-6.149313,0.2358772,4.970609,-0.6075042,-13.702537,10.874245,0.5056669,-1.1672969,6.8617473,6.6517987
2016-07-21,7.56,7.9126616,-1.14853,0.11769303,2.4801297,-0.3031196,-6.8370028,5.425801,0.252307,-0.58243316,6.863631,1.6441858
2016-07-22,7.56,8.0611,6.1803246,0.15408084,3.246925,-0.39683676,-8.950837,7.103326,0.33031416,-0.7625073,6.865514,-5.7092037
2016-07-25,7.43,7.610023,6.168912,-0.041742433,-0.87963265,0.107508056,2.4248939,-1.92438,-0.08948625,0.20657279,6.8711643,-5.2337866
2016-07-26,7.48,7.7820253,-1.001994,-0.095267825,-2.0075662,0.24536324,5.5342817,-4.3919697,-0.20423248,0.4714565,6.8730474,2.3589072
2016-07-27,7.65,6.982765,-5.615221,-0.19662628,-4.1434793,0.5064129,11.422379,-9.064725,-0.42152187,0.9730539,6.874931,6.6475625
2016-07-28,7.56,7.6402774,-0.5686709,-0.06693722,-1.410559,0.17239748,3.888505,-3.0858924,-0.14349812,0.33125544,6.876814,1.6468631
2016-07-29,7.56,7.7307663,6.8661404,-0.064236715,-1.3536518,0.16544232,3.731628,-2.9613955,-0.13770887,0.31789133,6.8786974,-5.71204
2016-08-01,7.52,7.329467,6.036505,-0.07567957,-1.5947856,0.1949135,4.396364,-3.4889262,-0.16223973,0.37451914,6.8843474,-5.2355523
2016-08-02,7.31,7.8870955,-1.8792589,0.11242894,2.3692002,-0.28956187,-6.5312023,5.18312,0.241022,-0.55638254,6.886231,2.3514993
2016-08-03,7.26,7.3642826,-5.912636,-0.054132994,-1.1407375,0.13942009,3.1446843,-2.4956012,-0.11604879,0.26789057,6.888114,6.643329
2016-08-04,7.35,7.0406427,-0.9658137,-0.11087327,-2.3364177,0.2855552,6.4408298,-5.1114006,-0.23768698,0.5486839,6.8899975,1.6377689
2016-08-05,7.26,7.0048757,6.255864,-0.091865085,-1.9358606,0.23659945,5.3366103,-4.235099,-0.19693777,0.45461717,6.891881,-5.710933
2016-08-08,7.31,7.3790846,6.0559616,-0.0711761,-1.4998845,0.18331477,4.1347494,-3.2813103,-0.15258533,0.3522326,6.897531,-5.239749
2016-08-09,7.18,7.0196085,-1.5393729,-0.14673284,-3.0920815,0.3779119,8.523978,-6.7645736,-0.31456172,0.72614384,6.899414,2.349483
2016-08-10,7.39,7.3375416,-6.0666194,-0.0326313,-0.687635,0.08404224,1.8956116,-1.5043452,-0.06995407,0.16148408,6.9012976,6.6562905
2016-08-11,7.48,7.1154346,-0.9304222,-0.10377982,-2.1869383,0.26728597,6.0287585,-4.7843843,-0.22248027,0.5135802,6.9031806,1.6306331
2016-08-12,7.43,8.051861,6.349349,0.10831679,2.2825453,-0.278971,-6.29232,4.993544,0.2322065,-0.53603256,6.905064,-5.7118425
2016-08-15,7.43,7.9368157,5.6953363,0.11852377,2.4976356,-0.30525917,-6.8852615,5.4640994,0.25408792,-0.58654433,6.910714,-5.226516
2016-08-16,7.35,8.7644615,-2.1310556,0.34636107,7.2988205,-0.89205647,-20.120747,15.967693,0.74251914,-1.7140539,6.9125977,2.3543813
2016-08-17,7.35,7.98995,-6.325435,0.15926826,3.3562388,-0.41019702,-9.252184,7.342473,0.34143484,-0.78817856,6.9144807,6.652049
2016-08-18,7.35,7.905772,-1.2393819,0.12455606,2.6247532,-0.3207954,-7.235688,5.7421956,0.26701978,-0.6163966,6.916364,1.643146
2016-08-19,7.26,7.621199,6.138456,0.058126617,1.2248944,-0.1497057,-3.376681,2.679712,0.12461021,-0.28765398,6.9182477,-5.7088065
2016-08-22,7.31,7.550559,5.5657835,0.06253078,1.3177027,-0.16104864,-3.6325266,2.8827498,0.13405171,-0.30944908,6.9238977,-5.2331324
2016-08-23,7.26,7.3210096,-1.8528389,-0.023652617,-0.49842843,0.060917553,1.3740236,-1.0904162,-0.050705813,0.11705084,6.925781,2.359279
