ds,y,yhat1,ar1,lagged_regressor_volume1,lagged_regressor_rsi1,lagged_regressor_volatility_20d1,lagged_regressor_vnindex_close1,lagged_regressor_vn30_close1,lagged_regressor_usd_vnd1,lagged_regressor_interest_rate1,trend,season_weekly
2016-04-22,8.53,7.4750247,7.827007,-3.5465171,16.860703,-1.1799241,-44.60241,34.994553,-0.8478562,-2.6984687,11.193436,-10.525499
2016-04-25,8.78,9.661995,6.63757,4.9359794,-23.466425,1.6421974,62.07684,-48.704796,1.1800313,3.7556806,11.2073,-9.60238
2016-04-26,8.68,11.247839,-7.926673,11.758878,-55.903564,3.9121716,147.88432,-116.0284,2.811163,8.947078,11.211922,4.5809336
2016-04-27,8.53,10.901752,-15.9460125,10.498948,-49.913654,3.4929938,132.03896,-103.59628,2.5099552,7.9884243,11.216543,12.6119
2016-04-28,8.28,10.783384,-6.940948,11.54074,-54.8665,3.8395972,145.14095,-113.87596,2.7590137,8.781101,11.221164,3.1842444
2016-04-29,8.78,11.002588,6.863113,11.925465,-56.69554,3.9675949,149.9794,-117.67215,2.8509886,9.073831,11.225785,-10.515874
2016-05-02,8.746666666666666,10.90338,6.372032,10.091007,-47.974243,3.357272,126.90852,-99.57101,2.4124298,7.6780305,11.23965,-9.610307
2016-05-03,8.713333333333333,11.2838745,-7.7610807,11.163141,-53.07134,3.7139704,140.3921,-110.15008,2.668742,8.493794,11.244271,4.590351
2016-05-04,8.68,9.999359,-15.614353,6.065641,-28.837015,2.0180352,76.28392,-59.85151,1.4500964,4.615216,11.248893,12.620442
2016-05-05,8.88,11.247515,-6.2193017,10.492099,-49.881096,3.490715,131.9528,-103.528694,2.5083177,7.983213,11.253513,3.1959503
2016-05-06,9.09,10.340494,7.950273,5.7374945,-27.276955,1.9088608,72.15701,-56.613586,1.3716472,4.365536,11.258135,-10.517922
2016-05-09,8.93,10.993004,7.23485,7.317515,-34.788624,2.4345329,92.027985,-72.204124,1.7493786,5.56774,11.271999,-9.61824
2016-05-10,9.19,9.883599,-7.42613,4.968581,-23.62142,1.6530439,62.486855,-49.026485,1.1878252,3.7804868,11.276621,4.604227
2016-05-11,9.34,11.156827,-15.716379,10.361584,-49.26061,3.4472928,130.3114,-102.24087,2.4771159,7.883907,11.281242,12.612145
