ds,close,volatility,actual_vol,naive_vol_pred,xgb_vol_pred,np_vol_pred,tft_vol_pred,hybrid_vol_pred
2025-04-08,55.44,0.07252199035018736,0.07252199035018736,0.0,0.033120867,0.0015683518,0.009543481282889843,0.03236983895357183
2025-04-03,59.91,0.07195958977482857,0.07195958977482857,0.0,0.012151278,0.0020913198,0.006483161821961403,0.014276771908139632
2025-08-27,68.65,0.06732949653226918,0.06732949653226918,0.0,0.011684734,0.005142289,0.010190028697252274,0.022434484413656346
2026-01-12,72.7,0.06683367936336695,0.06683367936336695,0.0,0.019747064,0.0043892115,0.016477951779961586,0.057152406562640576
2026-01-08,63.7,0.06652898850681352,0.06652898850681352,0.0,0.010057639,0.009810403,0.006663624197244644,0.027262719060074915
2025-04-10,55.74,0.0663821044354048,0.0663821044354048,0.0,0.04803855,0.0048755435,0.021230019629001617,0.036204159051524284
2026-01-09,68.0,0.06532314259798894,0.06532314259798894,0.0,0.016809585,0.005999765,0.01168552041053772,0.047973264335184555
2025-04-11,59.41,0.0637645403138478,0.0637645403138478,0.0,0.03606096,0.007724688,0.02515263855457306,0.02740316793694327
2025-04-09,52.16,0.060985437263250314,0.060985437263250314,0.0,0.043653395,0.0062401197,0.016270946711301804,0.03204460255615912
2026-01-15,71.9,0.05545707555932996,0.05545707555932996,0.0,0.0054292427,0.022554034,0.01679474115371704,0.04503964706968617
2026-02-06,65.1,0.04944827541398138,0.04944827541398138,0.0,0.015831277,0.017913682,0.01689073257148266,0.030330938319192348
2025-08-14,64.78,0.04225092480375017,0.04225092480375017,0.0,0.0142442435,-0.00072289497,0.0069688837975263596,0.02019251364247877
2025-07-09,61.1,0.04143593089480338,0.04143593089480338,0.0,0.02637965,0.010098854,0.004476410336792469,0.02216191090000258
2025-10-20,59.4,0.04122595332195122,0.04122595332195122,0.0,0.01717339,0.0029370894,0.008199322037398815,0.019305590475916123
2026-01-07,59.6,0.039354950350610256,0.039354950350610256,0.0,0.023403514,0.011952445,0.003412041813135147,0.015432128962028013
2025-10-06,64.0,0.0365991524483297,0.0365991524483297,0.0,0.013227127,-0.0016878856,0.005828955676406622,0.015332561800416818
2026-02-05,68.4,0.0344861760711692,0.0344861760711692,0.0,0.020023642,0.005159619,0.013176361098885536,0.02546978960849681
2026-01-23,68.6,0.034387342309475946,0.034387342309475946,0.0,0.021070722,0.013434791,0.01332410704344511,0.040817185794282576
2025-09-08,64.88,0.033197440304488325,0.033197440304488325,0.0,0.01722041,-0.000950881,0.014072103425860405,0.029733205887193966
2025-05-14,58.32,0.03294415571935406,0.03294415571935406,0.0,0.018807933,-0.00027316256,0.005516783334314823,0.021928329394353973
