bank,lb_lag5_stat,lb_lag5_pvalue,lb_lag10_stat,lb_lag10_pvalue,lb_lag20_stat,lb_lag20_pvalue,skewness,kurtosis
BID,1.502289932567142,0.9128054057299028,7.03498004324959,0.722138548297817,17.321262962856178,0.6320249464309693,0.0697350052433455,1.6509209314889723
CTG,2.092626890743127,0.836185614171413,10.973993736230804,0.35954772420003345,18.651763782267324,0.544554268946812,0.00898395956561021,1.8865184927878715
VCB,2.470462058614465,0.7809368246958349,12.368499730870898,0.26115081956047875,18.57014125474063,0.5499041529866625,0.12247861008069882,2.165092913811624
