feature,importance
day_of_week,4.32356595993042
month,1.6651620864868164
time_idx,6.92078971862793
relative_time_idx,6.031036376953125
y,316.61279296875
volume,5.973420143127441
rsi,8.15826416015625
volatility_20d,5.679103851318359
vnindex_close,6.042092323303223
vn30_close,4.337913513183594
usd_vnd,5.87219762802124
interest_rate,3.383636951446533
