bank,rows_total,train_rows,val_rows,test_rows,train_end,val_start,test_start,model,val_mae,val_rmse,test_mae,test_rmse
BID,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,Naive,0.41800531914893635,0.5769778656472088,0.46098143236074246,0.7366867903360985
BID,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,TFT main,3.44328236579895,4.712441921234131,1.2658519744873047,2.5824735164642334
CTG,2495,1746,374,375,2023-02-24,2023-02-27,2024-08-23,Naive,0.23342245989304825,0.33717844654253076,0.3445599999999999,0.5226892001945325
CTG,2495,1746,374,375,2023-02-24,2023-02-27,2024-08-23,TFT main,0.8066864609718323,1.0317564010620117,5.273808479309082,7.1173834800720215
VCB,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,Naive,0.5069148936170214,0.6958406059839928,0.5801591511936338,0.9681837846446336
VCB,2510,1757,376,377,2023-02-20,2023-02-21,2024-08-21,TFT main,6.137910842895508,6.879435062408447,2.315769672393799,3.2477827072143555
