feature,importance
rsi,0.31174966507796326
volume,0.14963774330785085
lag_1,0.10467656634131949
lag_2,0.08467573131142886
volatility_20d,0.07945022894574491
lag_3,0.07915116032457027
lag_4,0.06638818187862591
lag_5,0.050488352052006275
usd_vnd,0.03464663046972599
vnindex_close,0.019210842928022036
vn30_close,0.014613766221992064
interest_rate,0.005311131140750211
