feature,importance
rsi,0.2963787471500872
volume,0.13658160882719345
lag_1,0.11889348825050615
volatility_20d,0.08641280283289467
lag_3,0.07459371125468411
lag_4,0.06827510355911302
lag_2,0.06555094085791538
lag_5,0.056783804756917425
usd_vnd,0.037879996841320714
vn30_close,0.03094437380834443
vnindex_close,0.019633921300560336
interest_rate,0.008071500560463147
